UserID,Trial_no,ab_ad_angle,ex_angle,Method,ObjectType,Block,best,lowerbound,upperbound,duration,MethodBlock,ObjectBlock,Repetition,ForceLevel
5,1,15.0,25.0,both,real,1,7.1,11.6,11.1,55.805,1,1,1,10
5,2,25.0,38.0,both,real,1,9.6,14.6,12.6,46.353,1,1,1,20
5,3,35.0,50.0,both,real,1,13.1,12.6,23.1,41.833,1,1,1,30
5,4,30.0,50.0,both,real,1,15.6,17.6,19.6,42.334,1,1,2,30
5,5,15.0,25.0,both,real,1,8.6,3.1,3.1,17.432,1,1,2,10
5,6,25.0,38.0,both,real,1,8.6,13.6,13.6,34.876,1,1,2,20
5,7,35.0,50.0,both,virtual,2,12.6,11.6,20.1,41.568,1,2,1,30
5,8,20.0,38.0,both,virtual,2,10.1,10.1,12.6,40.6,1,2,1,20
5,9,10.0,25.0,both,virtual,2,9.1,8.1,11.1,36.278,1,2,1,10
5,10,20.0,38.0,both,virtual,2,8.6,8.6,11.1,20.169,1,2,2,20
5,11,30.0,50.0,both,virtual,2,12.1,11.1,16.1,52.137,1,2,2,30
5,12,10.0,25.0,both,virtual,2,5.6,4.1,8.1,43.195,1,2,2,10
5,13,20.0,,inter-finger only,virtual,3,3.1,2.1,5.6,73.44,2,1,1,20
5,14,30.0,,inter-finger only,virtual,3,7.6,7.6,11.6,129.313,2,1,1,30
5,15,10.0,,inter-finger only,virtual,3,2.6,1.6,5.6,65.536,2,1,1,10
5,16,20.0,,inter-finger only,virtual,3,7.1,6.6,8.1,47.511,2,1,2,20
5,17,10.0,,inter-finger only,virtual,3,2.6,1.6,3.6,53.261,2,1,2,10
5,18,30.0,,inter-finger only,virtual,3,8.6,5.1,11.1,56.871,2,1,2,30
5,19,10.0,,inter-finger only,real,4,2.6,0.6,4.6,99.702,2,2,1,10
5,20,20.0,,inter-finger only,real,4,5.1,4.1,7.1,56.691,2,2,1,20
5,21,30.0,,inter-finger only,real,4,8.1,5.6,10.6,58.441,2,2,1,30
5,22,20.0,,inter-finger only,real,4,5.6,3.1,9.1,62.315,2,2,2,20
5,23,10.0,,inter-finger only,real,4,5.6,3.6,7.6,119.06,2,2,2,10
5,24,30.0,,inter-finger only,real,4,8.1,6.1,12.1,99.534,2,2,2,30
5,25,,25.0,extension only,real,5,5.6,4.1,8.6,75.216,3,1,1,10
5,26,,50.0,extension only,real,5,10.6,9.1,14.1,76.401,3,1,1,30
5,27,,38.0,extension only,real,5,6.6,6.1,9.1,53.569,3,1,1,20
5,28,,25.0,extension only,real,5,3.1,1.6,6.6,47.07,3,1,2,10
5,29,,38.0,extension only,real,5,7.6,7.1,9.6,61.277,3,1,2,20
5,30,,51.0,extension only,real,5,10.1,13.1,15.1,65.46,3,1,2,30
5,31,,25.0,extension only,virtual,6,6.6,7.1,8.6,69.182,3,2,1,10
5,32,,38.0,extension only,virtual,6,10.1,9.6,12.6,25.539,3,2,1,20
5,33,,55.0,extension only,virtual,6,12.1,10.6,17.1,71.526,3,2,1,30
5,34,,38.0,extension only,virtual,6,7.6,6.6,11.1,41.321,3,2,2,20
5,35,,25.0,extension only,virtual,6,7.6,6.6,9.6,42.992,3,2,2,10
5,36,,51.0,extension only,virtual,6,11.1,10.6,15.1,47.389,3,2,2,30
