UserID,Trial_no,ab_ad_angle,ex_angle,Method,ObjectType,Block,best,lowerbound,upperbound,duration,MethodBlock,ObjectBlock,Repetition,ForceLevel
12,1,10.0,25.0,both,virtual,1,3.501,5.001,7.001,159.402,1,1,1,10
12,2,20.0,35.0,both,virtual,1,9.1,8.1,11.6,103.096,1,1,1,20
12,3,30.0,50.0,both,virtual,1,12.6,12.1,16.6,51.375,1,1,1,30
12,4,20.0,35.0,both,virtual,1,12.6,14.6,16.1,77.275,1,1,2,20
12,5,30.0,50.0,both,virtual,1,23.1,21.1,26.6,68.948,1,1,2,30
12,6,10.0,25.0,both,virtual,1,13.1,11.6,15.6,52.523,1,1,2,10
12,7,10.0,25.0,both,real,2,14.1,12.1,16.6,78.143,1,2,1,10
12,8,20.0,35.0,both,real,2,16.1,14.1,19.1,43.103,1,2,1,20
12,9,30.0,50.0,both,real,2,20.6,20.1,24.1,52.902,1,2,1,30
12,10,20.0,35.0,both,real,2,17.6,17.1,19.6,58.582,1,2,2,20
12,11,10.0,25.0,both,real,2,11.6,9.1,13.6,44.499,1,2,2,10
12,12,30.0,50.0,both,real,2,18.1,19.6,26.1,42.922,1,2,2,30
12,13,,40.0,extension only,real,3,,,,,2,1,1,20
12,14,,55.0,extension only,real,3,,,,,2,1,1,30
12,15,,25.0,extension only,real,3,,,,,2,1,1,10
12,16,,40.0,extension only,real,3,,,,,2,1,2,20
12,17,,55.0,extension only,real,3,,,,,2,1,2,30
12,18,,25.0,extension only,real,3,,,,,2,1,2,10
12,19,,40.0,extension only,virtual,4,,,,,2,2,1,20
12,20,,25.0,extension only,virtual,4,,,,,2,2,1,10
12,21,,55.0,extension only,virtual,4,,,,,2,2,1,30
12,22,,40.0,extension only,virtual,4,,,,,2,2,2,20
12,23,,25.0,extension only,virtual,4,,,,,2,2,2,10
12,24,,55.0,extension only,virtual,4,,,,,2,2,2,30
12,25,30.0,,inter-finger only,virtual,5,,,,,3,1,1,30
12,26,10.0,,inter-finger only,virtual,5,,,,,3,1,1,10
12,27,20.0,,inter-finger only,virtual,5,,,,,3,1,1,20
12,28,20.0,,inter-finger only,virtual,5,,,,,3,1,2,20
12,29,10.0,,inter-finger only,virtual,5,,,,,3,1,2,10
12,30,30.0,,inter-finger only,virtual,5,,,,,3,1,2,30
12,31,20.0,,inter-finger only,real,6,,,,,3,2,1,20
12,32,10.0,,inter-finger only,real,6,,,,,3,2,1,10
12,33,30.0,,inter-finger only,real,6,,,,,3,2,1,30
12,34,20.0,,inter-finger only,real,6,,,,,3,2,2,20
12,35,10.0,,inter-finger only,real,6,,,,,3,2,2,10
12,36,30.0,,inter-finger only,real,6,,,,,3,2,2,30

振
