UserID,Trial_no,ab_ad_angle,ex_angle,Method,ObjectType,Block,best,lowerbound,upperbound,duration,MethodBlock,ObjectBlock,Repetition,ForceLevel
7,1,20.0,40.0,both,real,1,,,,,1,1,1,20
7,2,30.0,55.0,both,real,1,,,,,1,1,1,30
7,3,10.0,25.0,both,real,1,,,,,1,1,1,10
7,4,10.0,25.0,both,real,1,,,,,1,1,2,10
7,5,20.0,40.0,both,real,1,,,,,1,1,2,20
7,6,30.0,55.0,both,real,1,,,,,1,1,2,30
7,7,30.0,55.0,both,virtual,2,,,,,1,2,1,30
7,8,10.0,25.0,both,virtual,2,,,,,1,2,1,10
7,9,20.0,40.0,both,virtual,2,,,,,1,2,1,20
7,10,30.0,55.0,both,virtual,2,,,,,1,2,2,30
7,11,20.0,40.0,both,virtual,2,,,,,1,2,2,20
7,12,10.0,25.0,both,virtual,2,,,,,1,2,2,10
7,13,,55.0,extension only,virtual,3,,,,,2,1,1,30
7,14,,25.0,extension only,virtual,3,,,,,2,1,1,10
7,15,,40.0,extension only,virtual,3,,,,,2,1,1,20
7,16,,40.0,extension only,virtual,3,,,,,2,1,2,20
7,17,,55.0,extension only,virtual,3,,,,,2,1,2,30
7,18,,25.0,extension only,virtual,3,,,,,2,1,2,10
7,19,,40.0,extension only,real,4,,,,,2,2,1,20
7,20,,25.0,extension only,real,4,,,,,2,2,1,10
7,21,,55.0,extension only,real,4,,,,,2,2,1,30
7,22,,55.0,extension only,real,4,,,,,2,2,2,30
7,23,,40.0,extension only,real,4,,,,,2,2,2,20
7,24,,25.0,extension only,real,4,,,,,2,2,2,10
7,25,20.0,,inter-finger only,real,5,,,,,3,1,1,20
7,26,30.0,,inter-finger only,real,5,,,,,3,1,1,30
7,27,10.0,,inter-finger only,real,5,,,,,3,1,1,10
7,28,30.0,,inter-finger only,real,5,,,,,3,1,2,30
7,29,20.0,,inter-finger only,real,5,,,,,3,1,2,20
7,30,10.0,,inter-finger only,real,5,,,,,3,1,2,10
7,31,20.0,,inter-finger only,virtual,6,,,,,3,2,1,20
7,32,10.0,,inter-finger only,virtual,6,,,,,3,2,1,10
7,33,30.0,,inter-finger only,virtual,6,,,,,3,2,1,30
7,34,10.0,,inter-finger only,virtual,6,,,,,3,2,2,10
7,35,30.0,,inter-finger only,virtual,6,,,,,3,2,2,30
7,36,20.0,,inter-finger only,virtual,6,,,,,3,2,2,20
