UserID,Trial_no,ab_ad_angle,ex_angle,Method,ObjectType,Block,best,lowerbound,upperbound,duration,MethodBlock,ObjectBlock,Repetition,ForceLevel
10,1,20.0,,inter-finger only,virtual,1,10.6,7.6,15.1,245.639,1,1,1,20
10,2,10.0,,inter-finger only,virtual,1,4.6,5.1,7.6,137.008,1,1,1,10
10,3,30.0,,inter-finger only,virtual,1,16.6,15.6,26.6,155.262,1,1,1,30
10,4,30.0,,inter-finger only,virtual,1,18.1,13.1,26.6,122.791,1,1,2,30
10,5,20.0,,inter-finger only,virtual,1,5.6,7.1,12.1,107.584,1,1,2,20
10,6,10.0,,inter-finger only,virtual,1,2.6,2.1,6.1,105.483,1,1,2,10
10,7,10.0,,inter-finger only,real,2,10.6,5.1,14.6,146.513,1,2,1,10
10,8,20.0,,inter-finger only,real,2,19.1,18.1,25.6,105.624,1,2,1,20
10,9,30.0,,inter-finger only,real,2,29.1,16.6,35.6,105.024,1,2,1,30
10,10,20.0,,inter-finger only,real,2,21.6,9.6,25.6,85.89,1,2,2,20
10,11,30.0,,inter-finger only,real,2,35.6,27.1,45.6,82.571,1,2,2,30
10,12,10.0,,inter-finger only,real,2,6.6,6.1,10.1,112.318,1,2,2,10
10,13,,38.0,extension only,real,3,18.1,14.6,27.6,59.461,2,1,1,20
10,14,,50.0,extension only,real,3,25.6,19.1,33.1,54.861,2,1,1,30
10,15,,25.0,extension only,real,3,9.6,11.1,19.6,36.673,2,1,1,10
10,16,,25.0,extension only,real,3,16.1,13.6,22.6,74.737,2,1,2,10
10,17,,38.0,extension only,real,3,28.1,17.1,29.6,68.845,2,1,2,20
10,18,,50.0,extension only,real,3,32.1,28.6,28.6,49.549,2,1,2,30
10,19,,38.0,extension only,virtual,4,24.1,18.1,34.1,81.515,2,2,1,30
10,20,,38.0,extension only,virtual,4,17.1,14.6,23.1,67.944,2,2,1,20
10,21,,25.0,extension only,virtual,4,9.1,9.1,13.6,60.43,2,2,1,10
10,22,,50.0,extension only,virtual,4,18.1,16.1,33.6,67.931,2,2,2,30
10,23,,38.0,extension only,virtual,4,14.6,12.1,21.6,52.903,2,2,2,20
10,24,,25.0,extension only,virtual,4,8.1,5.6,10.1,59.442,2,2,2,10
10,25,30.0,50.0,both,virtual,5,,,,,3,1,1,30
10,26,10.0,25.0,both,virtual,5,,,,,3,1,1,10
10,27,20.0,38.0,both,virtual,5,,,,,3,1,1,20
10,28,30.0,50.0,both,virtual,5,,,,,3,1,2,30
10,29,20.0,38.0,both,virtual,5,,,,,3,1,2,20
10,30,10.0,25.0,both,virtual,5,,,,,3,1,2,10
10,31,20.0,38.0,both,real,6,,,,,3,2,1,20
10,32,10.0,25.0,both,real,6,,,,,3,2,1,10
10,33,30.0,50.0,both,real,6,,,,,3,2,1,30
10,34,20.0,38.0,both,real,6,,,,,3,2,2,20
10,35,30.0,50.0,both,real,6,,,,,3,2,2,30
10,36,10.0,25.0,both,real,6,,,,,3,2,2,10

姿
