UserID,Trial_no,ab_ad_angle,ex_angle,Method,ObjectType,Block,best,lowerbound,upperbound,duration,MethodBlock,ObjectBlock,Repetition,ForceLevel
9,1,,50.0,extension only,virtual,1,13.1,5.6,23.1,78.92,1,1,1,30
9,2,,38.0,extension only,virtual,1,8.1,3.1,15.6,107.004,1,1,1,20
9,3,,25.0,extension only,virtual,1,3.1,2.1,13.1,63.525,1,1,1,10
9,4,,38.0,extension only,virtual,1,8.1,6.6,13.1,45.197,1,1,2,20
9,5,,50.0,extension only,virtual,1,15.6,13.1,23.1,29.459,1,1,2,30
9,6,,25.0,extension only,virtual,1,10.6,5.6,20.6,50.556,1,1,2,10
9,7,,25.0,extension only,real,2,5.1,4.1,12.6,82.205,1,2,1,10
9,8,,50.0,extension only,real,2,18.1,15.1,28.1,44.099,1,2,1,30
9,9,,38.0,extension only,real,2,13.1,9.6,20.6,71.742,1,2,1,20
9,10,,38.0,extension only,real,2,13.1,9.6,23.1,56.292,1,2,2,20
9,11,,50.0,extension only,real,2,18.1,14.1,30.6,52.721,1,2,2,30
9,12,,25.0,extension only,real,2,10.6,7.1,25.6,43.53,1,2,2,10
9,13,10.0,,inter-finger only,real,3,5.6,5.6,5.6,20.288,2,1,1,10
9,14,20.0,,inter-finger only,real,3,8.1,8.1,8.1,19.154,2,1,1,20
9,15,30.0,,inter-finger only,real,3,10.6,10.6,10.6,9.501,2,1,1,30
9,16,30.0,,inter-finger only,real,3,10.6,10.6,10.6,16.609,2,1,2,30
9,17,20.0,,inter-finger only,real,3,8.1,8.1,8.1,13.031,2,1,2,20
9,18,10.0,,inter-finger only,real,3,5.6,5.6,5.6,5.489,2,1,2,10
9,19,30.0,,inter-finger only,virtual,4,10.6,10.6,10.6,23.721,2,2,1,30
9,20,10.0,,inter-finger only,virtual,4,5.6,5.6,5.6,12.416,2,2,1,10
9,21,20.0,,inter-finger only,virtual,4,8.1,8.1,8.1,5.572,2,2,1,20
9,22,20.0,,inter-finger only,virtual,4,8.1,8.1,8.1,14.988,2,2,2,20
9,23,30.0,,inter-finger only,virtual,4,10.6,10.6,10.6,13.615,2,2,2,30
9,24,10.0,,inter-finger only,virtual,4,5.6,,5.6,5.654,2,2,2,10
9,25,10.0,25.0,both,virtual,5,,,,,3,1,1,10
9,26,20.0,38.0,both,virtual,5,,,,,3,1,1,20
9,27,30.0,50.0,both,virtual,5,,,,,3,1,1,30
9,28,10.0,25.0,both,virtual,5,,,,,3,1,2,10
9,29,30.0,50.0,both,virtual,5,,,,,3,1,2,30
9,30,20.0,38.0,both,virtual,5,,,,,3,1,2,20
9,31,10.0,25.0,both,real,6,,,,,3,2,1,10
9,32,30.0,50.0,both,real,6,,,,,3,2,1,30
9,33,20.0,38.0,both,real,6,,,,,3,2,1,20
9,34,20.0,38.0,both,real,6,,,,,3,2,2,20
9,35,10.0,25.0,both,real,6,,,,,3,2,2,10
9,36,30.0,50.0,both,real,6,,,,,3,2,2,30
