UserID,Trial_no,ab_ad_angle,ex_angle,Method,ObjectType,Block,best,lowerbound,upperbound,duration,MethodBlock,ObjectBlock,Repetition,ForceLevel
3,1,20.0,,inter-finger only,virtual,1,4.330001,5.650011,7.150021,113.711,1,1,1,20
3,2,30.0,,inter-finger only,virtual,1,6.850019,6.550017,7.840026,128.115,1,1,1,30
3,3,10.0,,inter-finger only,virtual,1,3.1,1.959987,4.209987,219.129,1,1,1,10
3,4,10.0,,inter-finger only,virtual,1,3.1,2.42,3.729999,64.16,1,1,2,10
3,5,30.0,,inter-finger only,virtual,1,7.46,7.530013,9.959999,85.688,1,1,2,30
3,6,20.0,,inter-finger only,virtual,1,5.329995,4.829995,6.829995,146.836,1,1,2,20
3,7,10.0,,inter-finger only,real,2,3.299998,1.6,4.299998,113.311,1,2,1,10
3,8,30.0,,inter-finger only,real,2,7.6,4.6,10.6,63.287,1,2,1,30
3,9,20.0,,inter-finger only,real,2,7.55,7.52,8.899995,55.168,1,2,1,20
3,10,30.0,,inter-finger only,real,2,10.1,11.34998,13.1,43.474,1,2,2,30
3,11,20.0,,inter-finger only,real,2,9.6,9.210004,10.70999,75,1,2,2,20
3,12,10.0,,inter-finger only,real,2,3.1,2.260001,5.110007,32.918,1,2,2,10
3,13,10.0,25.0,both,real,3,4.6,3.6,5.6,41.945,2,1,1,30
3,14,20.0,38.0,both,real,3,3.1,2.56,3.43,23.682,2,1,1,10
3,15,30.0,50.0,both,real,3,3.6,3.829998,4.6,28.694,2,1,1,20
3,16,10.0,25.0,both,real,3,3.1,2.340001,3.6,93.541,2,1,2,10
3,17,20.0,38.0,both,real,3,3.6,5.880013,5.820012,47.39,2,1,2,20
3,18,30.0,50.0,both,real,3,7.6,8.200001,9.279991,43.625,2,1,2,30
3,19,20.0,38.0,both,virtual,4,3.1,3.699999,6.330012,76.812,2,2,1,20
3,20,10.0,25.0,both,virtual,4,3.1,2.62,5.140007,26.208,2,2,1,10
3,21,30.0,50.0,both,virtual,4,4.6,4.209997,5.6,27.223,2,2,1,30
3,22,20.0,38.0,both,virtual,4,4.6,6.370012,7.840023,40.473,2,2,2,20
3,23,10.0,25.0,both,virtual,4,2.59,1.990001,3.490001,28.573,2,2,2,10
3,24,30.0,50.0,both,virtual,4,4.1,5.210008,5.1,39.639,2,2,2,30
3,25,,38.0,extension only,virtual,5,6.1,3.599993,5.1,38.97,3,1,1,20
3,26,,20.0,extension only,virtual,5,4.1,4.710008,5.490003,18.163,3,1,1,10
3,27,,50.0,extension only,virtual,5,11.6,5.329998,6.500006,21.291,3,1,1,30
3,28,,50.0,extension only,virtual,5,9.1,5.010006,6.630018,22.094,3,1,2,30
3,29,,38.0,extension only,virtual,5,8.1,3.65,4.430002,27.412,3,1,2,20
3,30,,20.0,extension only,virtual,5,4.6,3.01,4.01,27.999,3,1,2,10
3,31,,20.0,extension only,real,6,3.6,1.750001,3.52,17.276,3,2,1,10
3,32,,50.0,extension only,real,6,22.1,3.16,3.939999,26.722,3,2,1,30
3,33,,38.0,extension only,real,6,10.6,4.550004,5.130001,11.014,3,2,1,20
3,34,,38.0,extension only,real,6,12.1,5.509999,6.590007,26.18,3,2,2,20
3,35,,20.0,extension only,real,6,6.6,2.050001,4.270001,15.985,3,2,2,10
3,36,,50.0,extension only,real,6,25.6,4.989992,6.1,11.132,3,2,2,30
,,,,,,,,,,,,,,
cc,,,,,,,,,,,,,,
