UserID,Trial_no,k,Method,ObjectType,Repitition,Block,best,lowerbound,upperbound,duration,MethodBlock,ObjectBlock
11,1,h,inter-finger only,real soft ball,1,1,,,,,1,1
11,2,s,inter-finger only,real soft ball,1,1,,,,,1,1
11,3,m,inter-finger only,real soft ball,1,1,,,,,1,1
11,4,h,inter-finger only,real soft ball,2,1,,,,,1,1
11,5,s,inter-finger only,real soft ball,2,1,,,,,1,1
11,6,m,inter-finger only,real soft ball,2,1,,,,,1,1
11,7,m,inter-finger only,virtual,1,2,,,,,1,2
11,8,h,inter-finger only,virtual,1,2,,,,,1,2
11,9,s,inter-finger only,virtual,1,2,,,,,1,2
11,10,s,inter-finger only,virtual,2,2,,,,,1,2
11,11,m,inter-finger only,virtual,2,2,,,,,1,2
11,12,h,inter-finger only,virtual,2,2,,,,,1,2
11,13,h,inter-finger only,real hard ball,1,3,,,,,1,3
11,14,s,inter-finger only,real hard ball,1,3,,,,,1,3
11,15,m,inter-finger only,real hard ball,1,3,,,,,1,3
11,16,s,inter-finger only,real hard ball,2,3,,,,,1,3
11,17,h,inter-finger only,real hard ball,2,3,,,,,1,3
11,18,m,inter-finger only,real hard ball,2,3,,,,,1,3
11,19,h,extension only,real soft ball,1,4,,,,,2,1
11,20,m,extension only,real soft ball,1,4,,,,,2,1
11,21,s,extension only,real soft ball,1,4,,,,,2,1
11,22,m,extension only,real soft ball,2,4,,,,,2,1
11,23,s,extension only,real soft ball,2,4,,,,,2,1
11,24,h,extension only,real soft ball,2,4,,,,,2,1
11,25,s,extension only,real hard ball,1,5,,,,,2,2
11,26,m,extension only,real hard ball,1,5,,,,,2,2
11,27,h,extension only,real hard ball,1,5,,,,,2,2
11,28,h,extension only,real hard ball,2,5,,,,,2,2
11,29,s,extension only,real hard ball,2,5,,,,,2,2
11,30,m,extension only,real hard ball,2,5,,,,,2,2
11,31,h,extension only,virtual,1,6,,,,,2,3
11,32,s,extension only,virtual,1,6,,,,,2,3
11,33,m,extension only,virtual,1,6,,,,,2,3
11,34,s,extension only,virtual,2,6,,,,,2,3
11,35,m,extension only,virtual,2,6,,,,,2,3
11,36,h,extension only,virtual,2,6,,,,,2,3
11,37,s,both,virtual,1,7,,,,,3,1
11,38,h,both,virtual,1,7,,,,,3,1
11,39,m,both,virtual,1,7,,,,,3,1
11,40,s,both,virtual,2,7,,,,,3,1
11,41,h,both,virtual,2,7,,,,,3,1
11,42,m,both,virtual,2,7,,,,,3,1
11,43,h,both,real hard ball,1,8,,,,,3,2
11,44,s,both,real hard ball,1,8,,,,,3,2
11,45,m,both,real hard ball,1,8,,,,,3,2
11,46,h,both,real hard ball,2,8,,,,,3,2
11,47,m,both,real hard ball,2,8,,,,,3,2
11,48,s,both,real hard ball,2,8,,,,,3,2
11,49,h,both,real soft ball,1,9,,,,,3,3
11,50,m,both,real soft ball,1,9,,,,,3,3
11,51,s,both,real soft ball,1,9,,,,,3,3
11,52,s,both,real soft ball,2,9,,,,,3,3
11,53,m,both,real soft ball,2,9,,,,,3,3
11,54,h,both,real soft ball,2,9,,,,,3,3
