UserID,Trial_no,k,Method,ObjectType,Repitition,Block,best,lowerbound,upperbound,duration,MethodBlock,ObjectBlock
5,1,m,inter-finger only,real soft ball,1,1,,,,,1,1
5,2,h,inter-finger only,real soft ball,1,1,,,,,1,1
5,3,s,inter-finger only,real soft ball,1,1,,,,,1,1
5,4,m,inter-finger only,real soft ball,2,1,,,,,1,1
5,5,h,inter-finger only,real soft ball,2,1,,,,,1,1
5,6,s,inter-finger only,real soft ball,2,1,,,,,1,1
5,7,m,inter-finger only,virtual,1,2,,,,,1,2
5,8,h,inter-finger only,virtual,1,2,,,,,1,2
5,9,s,inter-finger only,virtual,1,2,,,,,1,2
5,10,s,inter-finger only,virtual,2,2,,,,,1,2
5,11,h,inter-finger only,virtual,2,2,,,,,1,2
5,12,m,inter-finger only,virtual,2,2,,,,,1,2
5,13,s,inter-finger only,real hard ball,1,3,,,,,1,3
5,14,h,inter-finger only,real hard ball,1,3,,,,,1,3
5,15,m,inter-finger only,real hard ball,1,3,,,,,1,3
5,16,h,inter-finger only,real hard ball,2,3,,,,,1,3
5,17,s,inter-finger only,real hard ball,2,3,,,,,1,3
5,18,m,inter-finger only,real hard ball,2,3,,,,,1,3
5,19,h,extension only,real soft ball,1,4,,,,,2,1
5,20,m,extension only,real soft ball,1,4,,,,,2,1
5,21,s,extension only,real soft ball,1,4,,,,,2,1
5,22,s,extension only,real soft ball,2,4,,,,,2,1
5,23,m,extension only,real soft ball,2,4,,,,,2,1
5,24,h,extension only,real soft ball,2,4,,,,,2,1
5,25,s,extension only,real hard ball,1,5,,,,,2,2
5,26,m,extension only,real hard ball,1,5,,,,,2,2
5,27,h,extension only,real hard ball,1,5,,,,,2,2
5,28,s,extension only,real hard ball,2,5,,,,,2,2
5,29,h,extension only,real hard ball,2,5,,,,,2,2
5,30,m,extension only,real hard ball,2,5,,,,,2,2
5,31,s,extension only,virtual,1,6,,,,,2,3
5,32,h,extension only,virtual,1,6,,,,,2,3
5,33,m,extension only,virtual,1,6,,,,,2,3
5,34,s,extension only,virtual,2,6,,,,,2,3
5,35,h,extension only,virtual,2,6,,,,,2,3
5,36,m,extension only,virtual,2,6,,,,,2,3
5,37,m,both,virtual,1,7,,,,,3,1
5,38,s,both,virtual,1,7,,,,,3,1
5,39,h,both,virtual,1,7,,,,,3,1
5,40,m,both,virtual,2,7,,,,,3,1
5,41,h,both,virtual,2,7,,,,,3,1
5,42,s,both,virtual,2,7,,,,,3,1
5,43,s,both,real hard ball,1,8,,,,,3,2
5,44,h,both,real hard ball,1,8,,,,,3,2
5,45,m,both,real hard ball,1,8,,,,,3,2
5,46,h,both,real hard ball,2,8,,,,,3,2
5,47,m,both,real hard ball,2,8,,,,,3,2
5,48,s,both,real hard ball,2,8,,,,,3,2
5,49,s,both,real soft ball,1,9,,,,,3,3
5,50,m,both,real soft ball,1,9,,,,,3,3
5,51,h,both,real soft ball,1,9,,,,,3,3
5,52,h,both,real soft ball,2,9,,,,,3,3
5,53,m,both,real soft ball,2,9,,,,,3,3
5,54,s,both,real soft ball,2,9,,,,,3,3
