UserID,Trial_no,k,Method,ObjectType,Repitition,Block,best,lowerbound,upperbound,duration,MethodBlock,ObjectBlock
10,1,h,extension only,real hard ball,1,1,,,,,1,1
10,2,m,extension only,real hard ball,1,1,,,,,1,1
10,3,s,extension only,real hard ball,1,1,,,,,1,1
10,4,h,extension only,real hard ball,2,1,,,,,1,1
10,5,m,extension only,real hard ball,2,1,,,,,1,1
10,6,s,extension only,real hard ball,2,1,,,,,1,1
10,7,m,extension only,real soft ball,1,2,,,,,1,2
10,8,s,extension only,real soft ball,1,2,,,,,1,2
10,9,h,extension only,real soft ball,1,2,,,,,1,2
10,10,h,extension only,real soft ball,2,2,,,,,1,2
10,11,m,extension only,real soft ball,2,2,,,,,1,2
10,12,s,extension only,real soft ball,2,2,,,,,1,2
10,13,s,extension only,virtual,1,3,,,,,1,3
10,14,m,extension only,virtual,1,3,,,,,1,3
10,15,h,extension only,virtual,1,3,,,,,1,3
10,16,s,extension only,virtual,2,3,,,,,1,3
10,17,m,extension only,virtual,2,3,,,,,1,3
10,18,h,extension only,virtual,2,3,,,,,1,3
10,19,s,inter-finger only,real soft ball,1,4,,,,,2,1
10,20,m,inter-finger only,real soft ball,1,4,,,,,2,1
10,21,h,inter-finger only,real soft ball,1,4,,,,,2,1
10,22,s,inter-finger only,real soft ball,2,4,,,,,2,1
10,23,h,inter-finger only,real soft ball,2,4,,,,,2,1
10,24,m,inter-finger only,real soft ball,2,4,,,,,2,1
10,25,m,inter-finger only,virtual,1,5,,,,,2,2
10,26,h,inter-finger only,virtual,1,5,,,,,2,2
10,27,s,inter-finger only,virtual,1,5,,,,,2,2
10,28,s,inter-finger only,virtual,2,5,,,,,2,2
10,29,m,inter-finger only,virtual,2,5,,,,,2,2
10,30,h,inter-finger only,virtual,2,5,,,,,2,2
10,31,h,inter-finger only,real hard ball,1,6,,,,,2,3
10,32,s,inter-finger only,real hard ball,1,6,,,,,2,3
10,33,m,inter-finger only,real hard ball,1,6,,,,,2,3
10,34,s,inter-finger only,real hard ball,2,6,,,,,2,3
10,35,h,inter-finger only,real hard ball,2,6,,,,,2,3
10,36,m,inter-finger only,real hard ball,2,6,,,,,2,3
10,37,h,both,real soft ball,1,7,,,,,3,1
10,38,m,both,real soft ball,1,7,,,,,3,1
10,39,s,both,real soft ball,1,7,,,,,3,1
10,40,s,both,real soft ball,2,7,,,,,3,1
10,41,h,both,real soft ball,2,7,,,,,3,1
10,42,m,both,real soft ball,2,7,,,,,3,1
10,43,s,both,real hard ball,1,8,,,,,3,2
10,44,m,both,real hard ball,1,8,,,,,3,2
10,45,h,both,real hard ball,1,8,,,,,3,2
10,46,m,both,real hard ball,2,8,,,,,3,2
10,47,s,both,real hard ball,2,8,,,,,3,2
10,48,h,both,real hard ball,2,8,,,,,3,2
10,49,h,both,virtual,1,9,,,,,3,3
10,50,m,both,virtual,1,9,,,,,3,3
10,51,s,both,virtual,1,9,,,,,3,3
10,52,m,both,virtual,2,9,,,,,3,3
10,53,h,both,virtual,2,9,,,,,3,3
10,54,s,both,virtual,2,9,,,,,3,3
