UserID,Trial_no,ab_ad_angle,ex_angle,Method,ObjectType,Block,Size Change(%),lowerbound,upperbound,duration,MethodBlock,ObjectBlock,Repetition,AngleChange,best
9,1,,5.0,extension only,virtual,1,-10,16,81,45.817,1,1,1,-10,56
9,2,,40.0,extension only,virtual,1,20,41,111,108.301,1,1,1,20,86
9,3,,5.0,extension only,virtual,1,-20,41,111,64.442,1,1,-20,,71
9,4,,40.0,extension only,virtual,1,10,35,105,,1,1,1,10,80
9,5,,-40.0,extension only,virtual,1,-20,1,1,22.431,1,1,2,-20,1
9,6,,40.0,extension only,virtual,1,20,28,126,97.439,1,1,2,20,86
9,7,,20.0,extension only,virtual,1,10,16,86,61.749,1,1,2,10,56
9,8,,-20.0,extension only,virtual,1,-10,1,1,36.956,1,1,2,-10,1
9,9,,40.0,extension only,real,2,20,31,77,72.901,1,2,1,20,58
9,10,,5.0,extension only,real,2,10,25,100,109.982,2,1,10,,66
9,11,,-40.0,extension only,real,2,-20,50,50,154.62,1,2,1,-20,50  **
9,12,,-10.0,extension only,real,2,-10,0,0,166.717,1,2,1,-10,0
9,13,,40.0,extension only,real,2,20,15,80,253.242,1,2,2,20,50
9,14,,5.0,extension only,real,2,10,10,70,423.989,1,2,2,10,35
9,15,,-40.0,extension only,real,2,-20,1,1,9.026,1,2,2,-20,1
9,16,,-10.0,extension only,real,2,-10,0,0,21.414,1,2,2,-10,0
9,17,-10.0,,inter-finger only,real,3,-10,-24,0,72.164,2,1,1,-10,-9
9,18,10.0,,inter-finger only,real,3,10,5,25,139.495,2,1,1,10,15
9,19,-20.0,,inter-finger only,real,3,-20,-40,-5,227.799,2,1,1,-20,-20
9,20,20.0,,inter-finger only,real,3,20,10,40,291.257,2,1,1,20,25
9,21,20.0,,inter-finger only,real,3,20,-5,40,386.879,2,1,2,20,15
9,22,-20.0,,inter-finger only,real,3,-20,-39,15,77.719,2,1,2,-20,-10
9,23,-10.0,,inter-finger only,real,3,-10,-35,10,141.455,2,1,2,-10,-10
9,24,10.0,,inter-finger only,real,3,10,-5,35,203.773,2,1,2,10,20
9,25,-20.0,,inter-finger only,virtual,4,-20,-44,-14,39.691,2,2,1,-20,-34
9,26,10.0,,inter-finger only,virtual,4,10,-5,30,79.399,2,2,1,10,15
9,27,20.0,,inter-finger only,virtual,4,20,20,55,184.397,2,2,1,20,40
9,28,-10.0,,inter-finger only,virtual,4,-10,-40,10,245.271,2,2,1,-10,-25
9,29,-20.0,,inter-finger only,virtual,4,-20,-44,-9,51.734,2,2,2,-20,-29 *
9,30,-10.0,,inter-finger only,virtual,4,20,20,65,26.4,2,2,2,20,-14 *
9,31,10.0,,inter-finger only,virtual,4,10,1,41,9.4,2,2,2,10,21
9,32,-10.0,,inter-finger only,virtual,4,-10,-30,-5,79.443,2,2,2,-10,-15
9,33,-10.0,-5.0,both,virtual,5,-10,-49,-49,10.387,3,1,1,-10,-34
9,34,10.0,3.0,both,virtual,5,10,31,31,15.719,3,1,1,10,31
9,35,20.0,10.0,both,virtual,5,20,14,56,30.648,3,1,1,20,36
9,36,-20.0,-10.0,both,virtual,5,-20,-44,-14,36.995,3,1,1,-20,-34
9,37,-20.0,-10.0,both,virtual,5,-20,-50,-15,89.406,3,1,2,-20,-35
9,38,20.0,10.0,both,virtual,5,20,15,55,127.027,3,1,2,20,35
9,39,-10.0,-3.0,both,virtual,5,-10,-34,6,26.578,3,1,2,-10,-19
9,40,10.0,3.0,both,virtual,5,10,25,25,50.619,3,1,2,10,25
9,41,20.0,10.0,both,real,6,20,41,41,16.636,3,2,1,20,41
9,42,-20.0,-10.0,both,real,6,-20,-34,-34,33.175,3,2,1,-20,-34
9,43,10.0,3.0,both,real,6,10,26,26,43.272,3,2,1,10,26
9,44,-10.0,-3.0,both,real,6,-10,-19,-19,20.038,3,2,1,-10,-19
9,45,-20.0,-10.0,both,real,6,-20,-30,-30,36.372,3,2,2,-20,-30
9,46,20.0,10.0,both,real,6,20,40,40,61.009,3,2,2,20,40
9,47,10.0,3.0,both,real,6,10,26,26,12.622,3,2,2,10,26
9,48,-10.0,-3.0,both,real,6,-10,-24,-24,16.954,3,2,2,-10,-24
,,,,,,,,,,,,,,,
casey,,,,,,,,,,,,,,,
