UserID,Trial_no,ab_ad_angle,ex_angle,Method,ObjectType,Block,Size Change(%),lowerbound,upperbound,duration,MethodBlock,ObjectBlock,Repetition,AngleChange,best
4,1,-20.0,-40.0,both,virtual,1,-20,2.0,49.0,262.615,1,1,1,-20,14.0
4,2,20.0,40.0,both,virtual,1,20,27.0,74.0,133.149,1,1,1,20,58.0
4,3,-10.0,-25.0,both,virtual,1,-10,-19.0,-9.0,85.658,1,1,1,-10,-19.0
4,4,10.0,25.0,both,virtual,1,10,17.0,10.0,204.143,1,1,1,10,25.0
4,5,-20.0,-25.0,both,virtual,1,-20,-35.0,17.0,134.011,1,1,2,-20,-29.0
4,6,20.0,40.0,both,virtual,1,20,,,,1,1,2,20,
4,7,10.0,25.0,both,virtual,1,10,-36.0,37.0,143.013,1,1,2,10,14.0
4,8,-10.0,-25.0,both,virtual,1,-10,-48.0,12.0,137.513,1,1,2,-10,-23.0
4,9,-10.0,-25.0,both,real,2,-10,,,,1,2,1,-10,
4,10,20.0,40.0,both,real,2,20,,,,1,2,1,20,
4,11,10.0,25.0,both,real,2,10,,,,1,2,1,10,
4,12,-20.0,-40.0,both,real,2,-20,,,,1,2,1,-20,
4,13,-20.0,-40.0,both,real,2,-20,,,,1,2,2,-20,
4,14,20.0,40.0,both,real,2,20,,,,1,2,2,20,
4,15,-10.0,-25.0,both,real,2,-10,,,,1,2,2,-10,
4,16,10.0,25.0,both,real,2,10,,,,1,2,2,10,
4,17,-20.0,,inter-finger only,real,3,-20,,,,2,1,1,-20,
4,18,10.0,,inter-finger only,real,3,10,,,,2,1,1,10,
4,19,-10.0,,inter-finger only,real,3,-10,,,,2,1,1,-10,
4,20,20.0,,inter-finger only,real,3,20,,,,2,1,1,20,
4,21,20.0,,inter-finger only,real,3,20,,,,2,1,2,20,
4,22,10.0,,inter-finger only,real,3,10,,,,2,1,2,10,
4,23,-20.0,,inter-finger only,real,3,-20,,,,2,1,2,-20,
4,24,-10.0,,inter-finger only,real,3,-10,,,,2,1,2,-10,
4,25,-10.0,,inter-finger only,virtual,4,-10,,,,2,2,1,-10,
4,26,10.0,,inter-finger only,virtual,4,10,,,,2,2,1,10,
4,27,-20.0,,inter-finger only,virtual,4,-20,,,,2,2,1,-20,
4,28,20.0,,inter-finger only,virtual,4,20,,,,2,2,1,20,
4,29,-20.0,,inter-finger only,virtual,4,-20,,,,2,2,2,-20,
4,30,20.0,,inter-finger only,virtual,4,20,,,,2,2,2,20,
4,31,-10.0,,inter-finger only,virtual,4,-10,,,,2,2,2,-10,
4,32,10.0,,inter-finger only,virtual,4,10,,,,2,2,2,10,
4,33,,40.0,extension only,virtual,5,20,,,,3,1,1,20,
4,34,,-25.0,extension only,virtual,5,-10,,,,3,1,1,-10,
4,35,,25.0,extension only,virtual,5,10,,,,3,1,1,10,
4,36,,-40.0,extension only,virtual,5,-20,,,,3,1,1,-20,
4,37,,-40.0,extension only,virtual,5,-20,,,,3,1,2,-20,
4,38,,25.0,extension only,virtual,5,10,,,,3,1,2,10,
4,39,,40.0,extension only,virtual,5,20,,,,3,1,2,20,
4,40,,-25.0,extension only,virtual,5,-10,,,,3,1,2,-10,
4,41,,40.0,extension only,real,6,20,,,,3,2,1,20,
4,42,,-25.0,extension only,real,6,-10,,,,3,2,1,-10,
4,43,,-40.0,extension only,real,6,-20,,,,3,2,1,-20,
4,44,,25.0,extension only,real,6,10,,,,3,2,1,10,
4,45,,-40.0,extension only,real,6,-20,,,,3,2,2,-20,
4,46,,40.0,extension only,real,6,20,,,,3,2,2,20,
4,47,,-25.0,extension only,real,6,-10,,,,3,2,2,-10,
4,48,,25.0,extension only,real,6,10,,,,3,2,2,10,
