UserID,Trial_no,ab_ad_angle,ex_angle,Method,ObjectType,Block,Size Change(%),lowerbound,upperbound,duration,MethodBlock,ObjectBlock,Repetition,AngleChange,best
5,1,20.0,40.0,both,real,1,20,56,160,137.038,1,1,1,20,156
5,2,-20.0,-40.0,both,real,1,-20,-34,42,104.524,1,1,1,-20,-29
5,3,-10.0,-25.0,both,real,1,-10,-49,26,110.997,1,1,1,-10,-9
5,4,10.0,25.0,both,real,1,10,21,117,117.373,1,1,1,10,71
5,5,10.0,25.0,both,real,1,10,-39,51,159.536,1,1,2,10,11
5,6,-20.0,-40.0,both,real,1,-20,-54,11,115.232,1,1,2,-20,-39
5,7,-10.0,-25.0,both,real,1,-10,-64,51,94.412,1,1,2,-10,-19
5,8,20.0,40.0,both,real,1,20,51,200,99.528,1,1,2,20,106
5,9,10.0,25.0,both,virtual,2,10,1,96,116.177,1,2,1,10,21
5,10,-10.0,-25.0,both,virtual,2,-10,-207,21,124.08,1,2,1,-10,-74
5,11,-20.0,-40.0,both,virtual,2,-20,-99,26,91.44,1,2,1,-20,-39
5,12,20.0,40.0,both,virtual,2,20,71,161,99.69,1,2,1,20,66
5,13,-20.0,-40.0,both,virtual,2,-20,-79,52,139.633,1,2,2,-20,-34
5,14,10.0,25.0,both,virtual,2,10,-14,56,70.041,1,2,2,10,26
5,15,-10.0,-25.0,both,virtual,2,-10,-74,31,100.954,1,2,2,-10,-29
5,16,20.0,40.0,both,virtual,2,20,86,200,89.109,1,2,2,20,146
5,17,10.0,,inter-finger only,virtual,3,10,1,1,8.64,2,1,1,10,1
5,18,-20.0,,inter-finger only,virtual,3,-20,1,1,7.772,2,1,1,-20,1
5,19,20.0,,inter-finger only,virtual,3,20,1,1,7.967,2,1,1,20,1
5,20,-10.0,,inter-finger only,virtual,3,-10,-44,-1,95.259,2,1,1,-10,-9
5,21,10.0,,inter-finger only,virtual,3,10,1,21,75.388,2,1,2,10,11
5,22,20.0,,inter-finger only,virtual,3,20,20,76,83.565,2,1,2,20,36
5,23,-10.0,,inter-finger only,virtual,3,-10,-74,-29,97.679,2,1,2,-10,-44
5,24,-20.0,,inter-finger only,virtual,3,-20,-36,-2,53.596,2,1,2,-20,-21
5,25,20.0,,inter-finger only,real,4,20,11,76,71.665,2,2,1,20,46
5,26,-10.0,,inter-finger only,real,4,-10,-29,-9,69.108,2,2,1,-10,-9
5,27,-20.0,,inter-finger only,real,4,-20,-59,-24,69.636,2,2,1,-20,-39
5,28,10.0,,inter-finger only,real,4,10,6,20,73.915,2,2,1,10,5
5,29,-10.0,,inter-finger only,real,4,-10,-49,-3,76.29,2,2,2,-10,-14
5,30,-20.0,,inter-finger only,real,4,-20,-114,-19,49.165,2,2,2,-20,-54
5,31,20.0,,inter-finger only,real,4,20,5,46,107.51,2,2,2,20,21
5,32,10.0,,inter-finger only,real,4,10,6,81,109.913,2,2,2,10,51
5,33,,-40.0,extension only,real,5,-20,1,1,82.838,3,1,1,-20,1
5,34,,25.0,extension only,real,5,10,15,20,137.57,3,1,1,10,15
5,35,,-25.0,extension only,real,5,-10,-6,-1,119.436,3,1,1,-10,-6
5,36,,40.0,extension only,real,5,20,6,31,60.036,3,1,1,20,16
5,37,,40.0,extension only,real,5,20,6,26,61.173,3,1,2,20,16
5,38,,-25.0,extension only,real,5,-10,1,1,18.288,3,1,2,-10,1
5,39,,-40.0,extension only,real,5,-20,1,1,22.622,3,1,2,-20,1
5,40,,25.0,extension only,real,5,10,10,28,65.812,3,1,2,10,25
5,41,,-40.0,extension only,virtual,6,-20,-6,-3,147.83,3,2,1,-20,4
5,42,,-25.0,extension only,virtual,6,-10,-3,-1,82.145,3,2,1,-10,-3
5,43,,25.0,extension only,virtual,6,10,6,31,66.727,3,2,1,10,11
5,44,,40.0,extension only,virtual,6,20,6,51,63.354,3,2,1,20,36
5,45,,40.0,extension only,virtual,6,20,11,46,77.699,3,2,2,20,21
5,46,,-40.0,extension only,virtual,6,-20,1,-1,60.992,3,2,2,-20,1
5,47,,25.0,extension only,virtual,6,10,3,24,76.978,3,2,2,10,14
5,48,,-25.0,extension only,virtual,6,-10,1,1,42.871,3,2,2,-10,1

璽安
